Name	Set	ImageFile	Rarity	Errata 	Type/ST	Title	Reaction	Type	Alt Type	ST	Time ST	Empire	Card tags
C5 Leopan Raiding Captain (Pir)	Pir	C5_-_Leopan_Raiding_Captain_Pir	U		C5	Leopan Raiding Captain		C		5		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassRaidership PropResourceHoser artMuttStudios Leopan 
C5 Marine-NCO (Pro)	Pro5	C5_-_Marine-NCO_Pro5	Pro5		R/C5	Marine-NCO	R/	C		5		 	[Pro5] Cards LatestPrint Unique NotABG Nonempire PropBoarding Marine distAlbertASidaras artDanAdams  
C5 Mutineer (PE)	PE	C5_-_Mutineer_PE	V1		R/C5	Mutineer	R/	C		5		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artNivard  
C5 Mutineer (UE)	UE	C5_-_Mutineer_UE	V0		R/C5	Mutineer	R/	C		5		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artNivard  
C5 Mystic (GI)	GI	C5_-_Mystic_GI	V0		C5	Mystic		C		5		 	[GI] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artDavidLeeAnderson  
C5 Psyber Mage (PoM)	PoM	C5_-_Psyber_Mage_PoM	R		C5	Psyber Mage		C		5		 	[PoM] Rare Cards LatestPrint Unique NotABG PropDrawcard PropPlaycard CyberDiscipline Nonempire artPatMorrissey PropCyberMage 
C5 Quartermaster (PE)	PE	C5_-_Quartermaster_PE	V2		C5	Quartermaster		C		5		 	[PE] Veryrare2 Cards Reprinted Unique NotABG PropDrawcard Nonempire artPaulProfHerbert  
C5 Quartermaster (UE)	UE	C5_-_Quartermaster_UE	V0		C5	Quartermaster		C		5		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropDrawcard Nonempire artPaulProfHerbert  
C5 Renegade Science Officer (Per)	Per	C5_-_Renegade_Science_Officer_Per	V		C5	Renegade Science Officer		C		5		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona Nonempire PropDoctorScience 03_ResearchPointss artjael  
C5 Rescue Specialist (GI)	GI	C5_-_Rescue_Specialist_GI	U0		R/C5	Rescue Specialist	R/	C		5		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artDavidA.Cherry  
C5 Senior Helmsman (Per)	Per	C5_-_Senior_Helmsman_Per	V		C5	Senior Helmsman		C		5		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona Nonempire artDavidA.Cherry PropManeuveringSystem 
C5 Spy Technician (PE)	PE	C5_-_Spy_Technician_PE	V2		R/C5	Spy Technician	R/	C		5		 	[PE] Veryrare2 Cards LatestPrint Unique NotABG ShipClassSpyship PropScoutcard Nonempire artRonRousselleII PropAdaptedTech 
C5 Statistician (Pro)	Pro5	C5_-_Statistician_Pro5	Pro5		C5	Statistician		C		5		 	[Pro5] Cards LatestPrint Unique NotABG Nonempire distElmerLyons artN.TaylorBlanchard  
C5 Suark Breed (TG)	TG	C5_-_Suark_Breed_TG	R2	Note 	C5	Suark Breed		C		5		 	[TG] Rare2 Cards LatestPrint Unique NotABG PropPlaycard PropSuark Nonempire artRobertA.Kraus Note  
C5 Suicide Squad (PE)	PE	C5_-_Suicide_Squad_PE	R		C5	Suicide Squad		C		5		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PropBoarding artDouglasShuler  
C5 Suicide Squad (UE)	UE	C5_-_Suicide_Squad_UE	R0		C5	Suicide Squad		C		5		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire PropBoarding artDouglasShuler  
C5 Tecnopilot (Per)	Per	C5_-_Tecnopilot_Per	U		C5	Tecnopilot		C		5		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire ShipClassCarrier artLissanneLake  
C5 Time Merchant (TG)	TG	C5_-_Time_Merchant_TG	R2		C5	Time Merchant		C		5		  	[TG] Rare2 Cards Reprinted Unique NotABG PropNonempire Auction artLubov  PropTimeCard 
C5 Time Merchant (UE)	UE	C5_-_Time_Merchant_UE	V0		C5	Time Merchant		C		5		  	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropNonempire Auction artLubov  PropTimeCard 
C5 Veterinarian (TG)	TG	C5_-_Veterinarian_TG	R2		R/C5	Veterinarian	R/	C		5		Orgon SpaceDragon  	[TG] Rare2 Cards LatestPrint Unique NotABG Nonempire MinorEmpire 03_HealingPointss artSusanVanCamp Orgon SpaceDragon PropThatDarnMonster 
C5 War Dog (Pro)	Pro4	C5_-_War_Dog_Pro4	Pro4		C5	War Dog		C		5		 	[Pro4] Cards LatestPrint Unique NotABG Nonempire distWardogs artVirginiaC.Mills  
C5 Weapons Officer (AL)	AL	C5_-_Weapons_Officer_AL	R	Errata 	C5	Weapons Officer		C		5		 	[AL] Rare Cards Reprinted Unique Nonempire 01_CardDamage artRyanGable Errata  
C5 Weapons Officer (BE)	BE	C5_-_Weapons_Officer_BE	R	Errata 	C5	Weapons Officer		C		5		 	[BE] Rare Cards Reprinted Unique Nonempire 01_CardDamage artN/A Errata  
C5 Weapons Officer (PE)	PE	C5_-_Weapons_Officer_2-2_PE	R	Errata 	C5	Weapons Officer		C		5		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PEdupe 01_CardDamage artJohnD.Matson Errata  
C5 Weapons Officer (UE)	UE	C5_-_Weapons_Officer_UE	R0	Errata 	C5	Weapons Officer		C		5		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire 01_CardDamage artJohnD.Matson Errata  
C6 Ace Fighter Pilot (NE)	NE	C6_-_Ace_Fighter_Pilot_NE	R		C6	Ace Fighter Pilot		C		6		 	[NE] Rare Cards Reprinted Unique NotABG Nonempire artMarkPoole PropShuttle 
C6 Ace Fighter Pilot (UE)	UE	C6_-_Ace_Fighter_Pilot_UE	R0		C6	Ace Fighter Pilot		C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire artMarkPoole PropShuttle 
C6 Administrator (NE)	NE	C6_-_Administrator_NE	U		R/C6	Administrator	R/	C		6		 	[NE] Uncommon Cards Reprinted Unique NotABG Nonempire artBenPeck  
C6 Administrator (UE)	UE	C6_-_Administrator_UE	U0		R/C6	Administrator	R/	C		6		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artBenPeck  
C6 Ancient Spacefarer (PE)	PE	C6_-_Ancient_Spacefarer_PE	V1		C6	Ancient Spacefarer		C		6		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artAprilLee  
C6 Ancient Spacefarer (UE)	UE	C6_-_Ancient_Spacefarer_UE	V0		C6	Ancient Spacefarer		C		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artAprilLee  
C6 Base Commander (PE)	PE	C6_-_Base_Commander_PE	V2		C6	Base Commander		C		6		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire 01_CommandPoint 01_EnergyPoint artMarkPoole  
C6 Base Commander (UE)	UE	C6_-_Base_Commander_UE	V0		C6	Base Commander		C		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire 01_CommandPoint 01_EnergyPoint artMarkPoole  
C6 Bureaucrat (NE)	NE	C6_-_Bureaucrat_NE	U		C6	Bureaucrat		C		6		 	[NE] Uncommon Cards Reprinted Unique NotABG Nonempire artPaulProfHerbert  
C6 Bureaucrat (UE)	UE	C6_-_Bureaucrat_UE	U0		C6	Bureaucrat		C		6		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artPaulProfHerbert  
C6 Captain (AL)	AL	C6_-_Captain_AL	R		C6	Captain		C		6		 	[AL] Rare Cards Reprinted Dupe Nonempire 01_SupplyPoint artLeslieRigley  
C6 Captain (BE)	BE	C6_-_Captain_BE	R		C6	Captain		C		6		 	[BE] Rare Cards Reprinted Unique Nonempire 01_SupplyPoint artLeslieRigley  
C6 Captain (PE)	PE	C6_-_Captain_2-2_PE	R		C6	Captain		C		6		 	[PE] Rare Cards LatestPrint Unique NotABG Nonempire PEdupe 01_SupplyPoint artLeslieRigley  
C6 CFO (PoM)	PoM	C6_-_CFO_PoM	R		C6	CFO		C		6		Corporate 	[PoM] Rare Cards Reprinted Unique NotABG Nonempire 02_EconomyCosts artBenPeck Corporate 
C6 CFO (UE)	UE	C6_-_CFO_UE	R0		C6	CFO		C		6		Corporate 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire 02_EconomyCosts artBenPeck Corporate 
C6 Clone (PE)	PE	C6_-_Clone_PE	V1		C6	Clone		C		6		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artNeNeTinaA.Thomas  
C6 Clone (UE)	UE	C6_-_Clone_UE	V0		C6	Clone		C		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artNeNeTinaA.Thomas  
C6 Commando (PE)	PE	C6_-_Commando_2-2_PE	R		R/C6	Commando	R/	C		6		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PropBoarding PEdupe 01_CommandPoint artLawrenceAllenWilliams  
C6 Commando (UE)	UE	C6_-_Commando_UE	R0		R/C6	Commando	R/	C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire PropBoarding 01_CommandPoint artLawrenceAllenWilliams  
C6 Cyber Mage (NE)	NE	C6_-_Cyber_Mage_NE	V		C6	Cyber Mage		C		6		 	[NE] Veryrare Cards LatestPrint Unique NotABG PropDrawcard PropPlaycard Nonempire artMelissaA.Benson PropCyberMage 
C6 Damage Control Team (PE)	PE	C6_-_Damage_Control_Team_PE	R	Errata 	R/C6	Damage Control Team	R/	C		6		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire 02_RepairPoints artBenPeck Errata  
C6 Damage Control Team (UE)	UE	C6_-_Damage_Control_Team_UE	R0	Errata 	R/C6	Damage Control Team	R/	C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire 02_RepairPoints artBenPeck Errata  
C6 Explorer (Per)	Per	C6_-_Explorer_Per	V		C6	Explorer		C		6		 	[Per] Veryrare Cards LatestPrint Unique NotABG PropTopdeck Nonempire 02_ResearchPoints artDavidA.Cherry  
C6 Flight Deck Supervisor (Per)	Per	C6_-_Flight_Deck_Supervisor_Per	V		C6	Flight Deck Supervisor		C		6		 	[Per] Veryrare Cards LatestPrint Unique NotABG ShipClassCarrier Nonempire artDavidA.Cherry  
C6 Indirigan Chieftain - Licifrous (Per)	Per	C6_-_Indirigan_Chieftain_-_Licifrous_Per	V		C6	Indirigan Chieftain - Licifrous		C		6		Wolvesbane Indirigans IndiriganTribe IndiriganChieftain 	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire PropPirate artRandyTarkasHoar Wolvesbane Indirigans IndiriganTribe IndiriganChieftain 
C6 Marine - Marine Major (Per)	Per	C6_-_Marine_Major_Per	V		R/C6	Marine - Marine Major	R/	C		6		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona PropRemoveFromPlay Nonempire PropBoarding Marine artArmandCabrera  
C6 Master Pirate (Pir)	Pir	C6_-_Master_Pirate_Pir	U		C6	Master Pirate		C		6		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropPirate PropResourceHoser Nonempire ShipClassRaidership artJimPavelec  
C6 Mercenary (PE)	PE	C6_-_Mercenary_2-2_PE	R		C6	Mercenary		C		6		Vektrean 	[PE] Rare Cards Reprinted Unique NotABG MinorEmpire PropBoarding PropRemoveFromPlay Nonempire PEdupe 02_EconomyCosts artRobertA.Kraus Vektrean 
C6 Mercenary (UE)	UE	C6_-_Mercenary_UE	R0		C6	Mercenary		C		6		Vektrean 	[UE] Rare0 Cards LatestPrint Unique NotABG MinorEmpire PropBoarding PropRemoveFromPlay Nonempire 02_EconomyCosts artRobertA.Kraus Vektrean 
C6 Mime (CC)	CC	C6_-_Mime_CC	U		C6	Mime		C		6		 	[CC] Uncommon Cards LatestPrint Unique NotABG PropMime Nonempire artRobertA.Kraus PropChakan 
C6 Mind Programmer (Pir)	Pir	C6_-_Mind_Programmer_Pir	V		C6	Mind Programmer		C		6		 	[Pir] Veryrare Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artAlanRabinowitz  
C6 Night Club Comedian (CC)	CC	C6_-_Night_Club_Comedian_CC	U		C6	Night Club Comedian		C		6		ComedyClub 	[CC] Uncommon Cards LatestPrint Unique NotABG MajorEmpire PropAnti artPatMorrissey ComedyClub 
C6 Operations Officer - Ops (PE)	PE	C6_-_Operations_Officer_-_Ops_2-2_PE	R		C6	Operations Officer - Ops		C		6		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PEdupe 01_CommandPoint +1_SupplyMult +1_EnergyMult x2_AmmoMult artBenPeck  
C6 Operations Officer - Ops (UE)	UE	C6_-_Operations_Officer_-_Ops_UE	R0		C6	Operations Officer - Ops		C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire 01_CommandPoint +1_SupplyMult +1_EnergyMult x2_AmmoMult artBenPeck  
C6 Planetary Leader (PE)	PE	C6_-_Planetary_Leader_PE	V2		R/C6	Planetary Leader	R/	C		6		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire artNeNeTinaA.Thomas  
C6 Planetary Leader (UE)	UE	C6_-_Planetary_Leader_UE	R0		R/C6	Planetary Leader	R/	C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire artNeNeTinaA.Thomas  
C6 Prophet (NE)	NE	C6_-_Prophet_NE	R		C6	Prophet		C		6		 	[NE] Rare Cards Reprinted Unique NotABG Nonempire artMarkPoole  
C6 Prophet (UE)	UE	C6_-_Prophet_UE	R0		C6	Prophet		C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire artMarkPoole  
C6 Rogue Couple (PoM)	PoM	C6_-_Rogue_Couple_PoM	R	Errata 	C6	Rogue Couple		C		6		 	[PoM] Rare Cards Reprinted Unique NotABG PropControlship Nonempire artPatMorrissey Errata  
C6 Rogue Couple (UE)	UE	C6_-_Rogue_Couple_UE	V0	Errata 	C6	Rogue Couple		C		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropControlship Nonempire artPatMorrissey Errata  
C6 Science Officer (PE)	PE	C6_-_Science_Officer_PE	R		R/C6	Science Officer	R/	C		6		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PropDoctorScience 02_ResearchPoints artDouglasShuler PropAdaptedTech 
C6 Science Officer (UE)	UE	C6_-_Science_Officer_UE	R0		R/C6	Science Officer	R/	C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire PropDoctorScience 02_ResearchPoints artDouglasShuler PropAdaptedTech 
C6 Slave Trader (NE)	NE	C6_-_Slave_Trader_NE	V		C6	Slave Trader		C		6		 	[NE] Veryrare Cards Reprinted Unique NotABG PropPirate PropRemoveFromPlay Nonempire PropBoarding Auction artMelissaA.Benson  
C6 Slave Trader (Pir)	Pir	C6_-_Slave_Trader_Pir	V		C6	Slave Trader		C		6		 	[Pir] Veryrare Cards LatestPrint Unique NotABG PropPirate PropRemoveFromPlay Nonempire PropBoarding Auction artMelissaA.Benson  
C6 Spy (PE)	PE	C6_-_Spy_PE	R		R/C6	Spy	R/	C		6		 	[PE] Rare Cards Reprinted Unique NotABG ShipClassSpyship PropScoutcard Nonempire 02_ResearchPoints artNivard  
C6 Spy (UE)	UE	C6_-_Spy_UE	R0		R/C6	Spy	R/	C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG ShipClassSpyship PropScoutcard Nonempire 02_ResearchPoints artNivard  
C6 Squadron Commander (PE)	PE	C6_-_Squadron_Commander_PE	V2		C6	Squadron Commander		C		6		 	[PE] Veryrare2 Cards Reprinted Unique NotABG ShipClassCarrier Nonempire +X_AmmoMult artChristinaWald PropShuttle 
C6 Squadron Commander (UE)	UE	C6_-_Squadron_Commander_UE	R0		C6	Squadron Commander		C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG ShipClassCarrier Nonempire +X_AmmoMult artChristinaWald PropShuttle 
C6 Suark Breed (TG)	TG	C6_-_Suark_Breed_TG	V	Note 	C6	Suark Breed		C		6		 	[TG] Veryrare Cards LatestPrint Unique NotABG Foil PropPlaycard PropSuark Nonempire artRobertA.Kraus Note PropChakan 
C6 Super Genius - Brilliant G.E.M. (Pro)	Pro5	C6_-_Super_Genius_-_Brilliant_G.E.M._Pro5	Pro5		C6	Super Genius - Brilliant G.E.M.		C		6		 	[Pro5] Cards LatestPrint Unique NotABG Persona Nonempire distDaysofKnights x2_ResearchMult artRobertA.Kraus PropAdaptedTech 
C6 Tactician (NE)	NE	C6_-_Tactician_NE	R		C6	Tactician		C		6		 	[NE] Rare Cards Reprinted Unique NotABG Nonempire artNeNeTinaA.Thomas artCatherineBuck  
C6 Tactician (UE)	UE	C6_-_Tactician_UE	R0		C6	Tactician		C		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire artNeNeTinaA.Thomas artCatherineBuck  
C6 Telepath (PE)	PE	C6_-_Telepath_PE	V2		R/C6	Telepath	R/	C		6		 	[PE] Veryrare2 Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire artNeNeTinaA.Thomas  
C6 Telepath (UE)	UE	C6_-_Telepath_UE	V0		R/C6	Telepath	R/	C		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artNeNeTinaA.Thomas  
C6 Time Assault Team (TG)	TG	C6_-_Time_Assault_Team_TG	R2		R/C6	Time Assault Team	R/	C		6		  	[TG] Rare2 Cards LatestPrint Unique NotABG PropNonempire PropBoarding artjael  PropTimeCard 
C6 Zedan Shifter (GI)	GI	C6_-_Zedan_Shifter_GI	V0		C6	Zedan Shifter		C		6		Zedan 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MajorEmpire artDavidLeeAnderson Zedan 
C7 Android (NE)	NE	C7_-_Android_NE	R		C7	Android		C		7		 	[NE] Rare Cards Reprinted Unique NotABG Nonempire 03_ResearchPointss artLawrenceAllenWilliams  
C7 Android (UE)	UE	C7_-_Android_UE	R0		C7	Android		C		7		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire 03_ResearchPointss artLawrenceAllenWilliams  
C7 Boarding Party (PE)	PE	C7_-_Boarding_Party_PE	V2		C7	Boarding Party		C		7		 	[PE] Veryrare2 Cards Reprinted Unique NotABG PropBoarding PropRemoveFromPlay Nonempire artAprilLee  
C7 Boarding Party (UE)	UE	C7_-_Boarding_Party_UE	V0		C7	Boarding Party		C		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropBoarding PropRemoveFromPlay Nonempire artAprilLee  
C7 Criminal Judge (TG)	TG	C7_-_Criminal_Judge_TG	R2		C7	Criminal Judge		C		7		 	[TG] Rare2 Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire artFrederickHaas  
C7 Criminal Judge (UE)	UE	C7_-_Criminal_Judge_UE	V0		C7	Criminal Judge		C		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artFrederickHaas  
C7 Doctor (PE)	PE	C7_-_Doctor_PE	R		R/C7	Doctor	R/	C		7		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PropDoctorScience 03_ResearchPointss artRonRousselleII  
C7 Doctor (UE)	UE	C7_-_Doctor_UE	R0		R/C7	Doctor	R/	C		7		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire PropDoctorScience 03_ResearchPointss artRonRousselleII  
C7 Electronic Warfare Specialist - EW Specialist (Per)	Per	C7_-_Electronic_Warfare_Specialist_Per	V		C7	Electronic Warfare Specialist - EW Specialist		C		7		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona Nonempire artLissanneLake PropElectronicWarfareSystem 
C7 Indirigan Chieftain - Lone Wolf (Per)	Per	C7_-_Indirigan_Chieftain_-_Lone_Wolf_Per	V		C7	Indirigan Chieftain - Lone Wolf		C		7		LoneWolf Indirigans IndiriganTribe IndiriganChieftain 	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire Persona PropPolice ShipClassDefendership 01_CommandPoint artRandyTarkasHoar LoneWolf Indirigans IndiriganTribe IndiriganChieftain 
C7 Indirigan Chieftain - Murinca (Per)	Per	C7_-_Indirigan_Chieftain_-_Murinca_Per	V		C7	Indirigan Chieftain - Murinca		C		7		ViciousSix Indirigans IndiriganTribe IndiriganChieftain 	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire Persona ShipClassRaidership artRandyTarkasHoar ViciousSix Indirigans IndiriganTribe IndiriganChieftain 
C7 Indirigan Chieftain - Urvill (Per)	Per	C7_-_Indirigan_Chieftain_-_Urvill_Per	V		C7	Indirigan Chieftain - Urvill		C		7		Vacater Indirigans IndiriganTribe IndiriganChieftain 	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire Persona 03_ResearchPointss artRandyTarkasHoar Vacater Indirigans IndiriganTribe IndiriganChieftain 
C7 Indirigan Chieftain - Violator Chieftain Ecniv (Pro)	Pro6	C7_-_Indirigan_Chieftain_-_Violator_Chieftain_Ecniv_Pro6	Pro6		C7	Indirigan Chieftain - Violator Chieftain Ecniv		C		7		Violator Indirigans IndiriganTribe IndiriganChieftain   	[Pro6] Cards LatestPrint Unique NotABG MinorEmpire Persona PropPirate distCardsUn-LTD 01_CommandPoint 02_EconomyPoints artDavidChow Violator Indirigans IndiriganTribe IndiriganChieftain PropTransporter PropAdaptedTech 
C7 Indirigan Female (Pro)	Pro7	C7_-_Indirigan_Female_Pro7	Pro7		C7	Indirigan Female		C		7		Indirigans IndiriganCards IndiriganFemale 	[Pro7] Cards LatestPrint Unique NotABG MinorEmpire PropBoarding distCompanionGames artDavidChow Indirigans IndiriganCards IndiriganFemale 
C7 Leopan Raiding Party (Pir)	Pir	C7_-_Leopan_Raiding_Party_Pir	V		C7	Leopan Raiding Party		C		7		Leopan 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire PropBoarding artDavidA.Cherry Leopan 
C7 Military Police (AT)	AT	C7_-_Military_Police_AT	V		C7	Military Police		C		7		 	[AT] Veryrare Cards LatestPrint Unique NotABG PropPolice Nonempire PropBoarding artLubov  
C7 Mystic Wanderer (PE)	PE	C7_-_Mystic_Wanderer_PE	V2		C7	Mystic Wanderer		C		7		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire artDouglasShuler  
C7 Mystic Wanderer (UE)	UE	C7_-_Mystic_Wanderer_UE	V0		C7	Mystic Wanderer		C		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artDouglasShuler  
C7 Research Developer (NE)	NE	C7_-_Research_Developer_NE	V		C7	Research Developer		C		7		 	[NE] Veryrare Cards Reprinted Unique NotABG PropDrawcard Nonempire artSusanVanCamp  
C7 Research Developer (UE)	UE	C7_-_Research_Developer_UE	V0		C7	Research Developer		C		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropDrawcard Nonempire artSusanVanCamp  
C7 Reserve Commodore (PE)	PE	C7_-_Reserve_Commodore_PE	V2		C7	Reserve Commodore		C		7		 	[PE] Veryrare2 Cards LatestPrint Unique NotABG PropDrawcard PropTopdeck Nonempire 01_CommandPoint artChristinaWald  
C7 Saboteur (PE)	PE	C7_-_Saboteur_2-2_PE	R	Errata 	C7	Saboteur		C		7		 	[PE] Rare Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire PEdupe artMarkPoole Errata  
C7 Saboteur (UE)	UE	C7_-_Saboteur_UE	R0	Errata 	C7	Saboteur		C		7		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artMarkPoole Errata  
C7 Tactical Officer (NE)	NE	C7_-_Tactical_Officer_NE	V		C7	Tactical Officer		C		7		 	[NE] Veryrare Cards Reprinted Unique NotABG Nonempire 01_CommandPoint artSusanVanCamp PropThatDarnMonster 
C7 Tactical Officer (UE)	UE	C7_-_Tactical_Officer_UE	V0		C7	Tactical Officer		C		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire 01_CommandPoint artSusanVanCamp PropThatDarnMonster 
C7 The Collector (Pro)	Pro4	C7_-_The_Collector_Pro4	Pro4		C7	The Collector		C		7		Collector 	[Pro4] Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire distCards4UInc artRobertA.Kraus Collector 
C7 Treglean Fleet Coordinator (GI)	GI	C7_-_Treglean_Fleet_Coordinator_GI	V0		C7	Treglean Fleet Coordinator		C		7		Treglean 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MinorEmpire artAlanClark Treglean 
C7 Warcraft Coordinator (Per)	Per	C7_-_Warcraft_Coordinator_Per	V		C7	Warcraft Coordinator		C		7		Clydon 	[Per] Veryrare Cards LatestPrint Unique NotABG MajorEmpire PropRetrievecard artMichaelTrapp Clydon 
C8 Assassin (PE)	PE	C8_-_Assassin_PE	V2		C8	Assassin		C		8		 	[PE] Veryrare2 Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire PropBoarding artMelissaA.Benson  
C8 Assassin (UE)	UE	C8_-_Assassin_UE	V0		C8	Assassin		C		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire PropBoarding artMelissaA.Benson  
C8 CEO (PoM)	PoM	C8_-_CEO_PoM	V		C8	CEO		C		8		Corporate 	[PoM] Veryrare Cards Reprinted Unique NotABG Nonempire 04_EconomyCostsss +X_EconomyMult artjael Corporate 
C8 CEO (UE)	UE	C8_-_CEO_UE	V0		C8	CEO		C		8		Corporate 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire 04_EconomyCostsss +X_EconomyMult artjael Corporate 
C8 Chief Engineer (Per)	Per	C8_-_Chief_Engineer_Per	V		C8	Chief Engineer		C		8		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona Nonempire 02_EnergyPoints 02_RepairPoints x2_RepairMult artLissanneLake PropAdaptedTech 
C8 Commodore (PE)	PE	C8_-_Commodore_PE	V2		C8	Commodore		C		8		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire 02_CommandPoints 02_SupplyPoints artRonRousselleII  
C8 Commodore (UE)	UE	C8_-_Commodore_UE	V0		C8	Commodore		C		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire 02_CommandPoints 02_SupplyPoints artRonRousselleII  
C8 Communication Supervisor (Per)	Per	C8_-_Communication_Supervisor_Per	V		R/C8	Communication Supervisor	R/	C		8		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona PropDrawcard Nonempire 01_CommandPoint artDavidA.Cherry  
C8 First Sergeant (Per)	Per	C8_-_First_Sergeant_Per	V		C8	First Sergeant		C		8		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona Nonempire Marine 01_CommandPoint artArmandCabrera  
C8 Freelance Purist (Pro)	Pro1	C8_-_Freelance_Purist_Pro1	Pro1	Errata 	C8	Freelance Purist		C		8		Psycanti Visonic 	[Pro1] Cards LatestPrint Unique NotABG Nonempire distCompanionGames AnyDiscipline 03_EconomyCostss artEdwardP.BeardJr. Errata Psycanti Visonic 
C8 General (PE)	PE	C8_-_General_PE	V2		C8	General		C		8		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire PropBoarding 01_CommandPoint artMarkPoole  
